,price,time
0,32915.65,2021-07-12 23:46:02.357
4,32908.5,2021-07-12 23:46:22.337
50,32920.25,2021-07-12 23:46:45.726
88,32924.85,2021-07-12 23:47:02.278
127,32913.5,2021-07-12 23:47:24.160
146,32912.0,2021-07-12 23:47:43.259
186,32909.55,2021-07-12 23:48:02.591
223,32909.25,2021-07-12 23:48:27.465
262,32912.25,2021-07-12 23:48:46.945
301,32925.25,2021-07-12 23:49:02.634
320,32935.25,2021-07-12 23:49:22.699
359,32945.25,2021-07-12 23:49:44.325
400,32959.5,2021-07-12 23:50:02.749
441,32934.5,2021-07-12 23:50:28.703
481,32909.0,2021-07-12 23:50:46.948
520,32898.0,2021-07-12 23:51:02.538
540,32902.0,2021-07-12 23:51:23.533
580,32895.5,2021-07-12 23:51:45.665
620,32891.25,2021-07-12 23:52:02.405
660,32904.0,2021-07-12 23:52:29.272
701,32905.35,2021-07-12 23:52:43.123
722,32909.0,2021-07-12 23:53:02.265
763,32906.5,2021-07-12 23:53:23.851
803,32913.25,2021-07-12 23:53:42.928
844,32909.25,2021-07-12 23:54:02.253
885,32889.35,2021-07-12 23:54:30.734
904,32884.5,2021-07-12 23:54:42.287
944,32897.6,2021-07-12 23:55:02.487
984,32837.25,2021-07-12 23:55:26.191
1024,32819.25,2021-07-12 23:55:45.715
1065,32829.8,2021-07-12 23:56:02.552
1093,32812.75,2021-07-12 23:56:27.517
1133,32817.0,2021-07-12 23:56:45.749
1174,32822.75,2021-07-12 23:57:02.464
1195,32842.25,2021-07-12 23:57:22.657
1245,32851.35,2021-07-12 23:57:47.008
1285,32850.7,2021-07-12 23:58:02.483
1305,32841.75,2021-07-12 23:58:23.436
1345,32846.25,2021-07-12 23:58:45.700
1384,32836.0,2021-07-12 23:59:02.415
1422,32836.0,2021-07-12 23:59:29.301
1462,32861.35,2021-07-12 23:59:47.031
1482,32854.6,2021-07-13 00:00:02.354
1522,32854.6,2021-07-13 00:00:22.892
1562,32854.6,2021-07-13 00:00:43.252
1602,32854.6,2021-07-13 00:01:03.599
1642,32854.6,2021-07-13 00:01:23.968
1682,32854.6,2021-07-13 00:01:47.056
1696,32854.6,2021-07-13 00:02:03.216
1736,32854.6,2021-07-13 00:02:23.762
1782,32854.6,2021-07-13 00:02:45.567
1822,32854.6,2021-07-13 00:03:02.759
1843,32854.6,2021-07-13 00:03:23.590
1883,32854.6,2021-07-13 00:03:45.224
1924,32854.6,2021-07-13 00:04:02.734
1964,32854.6,2021-07-13 00:04:27.539
2002,32854.6,2021-07-13 00:04:47.071
