,price,time
0,32902.2,2021-07-13 00:46:02.630
11,32921.05,2021-07-13 00:46:26.436
50,32920.05,2021-07-13 00:46:45.728
91,32917.55,2021-07-13 00:47:02.669
134,32928.55,2021-07-13 00:47:23.289
154,32933.55,2021-07-13 00:47:43.557
195,32930.8,2021-07-13 00:48:02.657
235,32927.25,2021-07-13 00:48:27.325
277,32929.5,2021-07-13 00:48:45.747
315,32941.85,2021-07-13 00:49:02.474
336,32945.95,2021-07-13 00:49:22.514
377,32931.7,2021-07-13 00:49:44.252
419,32938.95,2021-07-13 00:50:02.575
460,32936.7,2021-07-13 00:50:28.410
501,32938.7,2021-07-13 00:50:42.536
543,32938.95,2021-07-13 00:51:02.646
563,32938.7,2021-07-13 00:51:23.257
604,32938.95,2021-07-13 00:51:43.613
645,32929.25,2021-07-13 00:52:02.603
684,32926.6,2021-07-13 00:52:29.420
725,32931.85,2021-07-13 00:52:50.465
766,32948.1,2021-07-13 00:53:02.624
787,32937.5,2021-07-13 00:53:24.691
827,32921.0,2021-07-13 00:53:46.208
868,32922.85,2021-07-13 00:54:02.640
908,32934.95,2021-07-13 00:54:30.301
947,32927.1,2021-07-13 00:54:45.755
968,32943.3,2021-07-13 00:55:02.732
1010,32897.0,2021-07-13 00:55:25.695
1050,32915.45,2021-07-13 00:55:47.233
1091,32906.25,2021-07-13 00:56:02.519
1117,32903.85,2021-07-13 00:56:23.542
1172,32901.75,2021-07-13 00:56:47.550
1192,32894.25,2021-07-13 00:57:02.656
1233,32892.75,2021-07-13 00:57:26.404
1275,32900.15,2021-07-13 00:57:47.537
1316,32885.5,2021-07-13 00:58:02.644
1335,32881.0,2021-07-13 00:58:22.344
1376,32888.25,2021-07-13 00:58:44.208
1417,32886.5,2021-07-13 00:59:02.554
1458,32881.0,2021-07-13 00:59:22.923
1499,32861.5,2021-07-13 00:59:45.782
1520,32873.75,2021-07-13 01:00:02.495
1561,32868.95,2021-07-13 01:00:24.173
1602,32864.75,2021-07-13 01:00:44.530
1643,32873.25,2021-07-13 01:01:02.561
1676,32890.8,2021-07-13 01:01:26.231
1717,32897.75,2021-07-13 01:01:48.642
1757,32883.85,2021-07-13 01:02:02.810
1796,32867.0,2021-07-13 01:02:26.593
1814,32875.45,2021-07-13 01:02:43.319
1855,32889.7,2021-07-13 01:03:02.990
1896,32885.5,2021-07-13 01:03:27.578
1937,32903.0,2021-07-13 01:03:45.874
1978,32910.25,2021-07-13 01:04:11.255
1999,32925.55,2021-07-13 01:04:22.443
2040,32922.65,2021-07-13 01:04:44.496
2081,32944.0,2021-07-13 01:05:02.748
2120,32957.85,2021-07-13 01:05:28.530
2161,32961.0,2021-07-13 01:05:47.630
2202,32961.35,2021-07-13 01:06:02.623
2224,32961.75,2021-07-13 01:06:23.884
2264,32973.45,2021-07-13 01:06:45.255
2306,32965.15,2021-07-13 01:07:02.667
2347,32965.25,2021-07-13 01:07:29.509
2388,32958.6,2021-07-13 01:07:42.440
2427,32959.85,2021-07-13 01:08:02.652
2447,32969.55,2021-07-13 01:08:23.157
2489,32947.9,2021-07-13 01:08:43.519
2530,32938.4,2021-07-13 01:09:03.867
2570,32939.9,2021-07-13 01:09:24.228
2612,32946.75,2021-07-13 01:09:44.587
2641,32957.45,2021-07-13 01:10:04.940
2684,32963.7,2021-07-13 01:10:25.497
2724,32972.25,2021-07-13 01:10:45.863
2745,32958.65,2021-07-13 01:11:03.302
2785,32966.0,2021-07-13 01:11:25.256
2825,32968.1,2021-07-13 01:11:45.999
2868,32963.35,2021-07-13 01:12:03.626
2909,32976.25,2021-07-13 01:12:31.303
2930,32967.8,2021-07-13 01:12:42.428
2972,32985.85,2021-07-13 01:13:02.702
3014,33011.5,2021-07-13 01:13:26.531
3054,33024.75,2021-07-13 01:13:47.680
3096,33072.75,2021-07-13 01:14:10.400
3138,33049.1,2021-07-13 01:14:31.048
3159,33030.75,2021-07-13 01:14:43.483
3201,33002.25,2021-07-13 01:15:02.698
3243,32971.0,2021-07-13 01:15:27.650
3284,32979.25,2021-07-13 01:15:47.714
3324,32970.35,2021-07-13 01:16:02.713
3366,32993.9,2021-07-13 01:16:31.487
3387,32979.35,2021-07-13 01:16:44.466
3429,32971.5,2021-07-13 01:17:02.450
3471,32964.5,2021-07-13 01:17:28.489
3513,32965.0,2021-07-13 01:17:47.518
3555,32978.5,2021-07-13 01:18:02.439
3576,32976.0,2021-07-13 01:18:23.437
3618,32982.35,2021-07-13 01:18:46.187
3660,32980.0,2021-07-13 01:19:02.433
3702,33002.6,2021-07-13 01:19:30.526
3744,33005.85,2021-07-13 01:19:46.183
3765,33003.3,2021-07-13 01:20:02.458
3807,33002.8,2021-07-13 01:20:25.715
3849,33014.25,2021-07-13 01:20:46.424
3889,33005.25,2021-07-13 01:21:02.692
3916,33000.25,2021-07-13 01:21:23.885
3963,33001.0,2021-07-13 01:21:47.791
4004,33031.5,2021-07-13 01:22:02.461
4045,33018.0,2021-07-13 01:22:30.451
4065,33008.6,2021-07-13 01:22:44.659
4105,33048.7,2021-07-13 01:23:02.490
4146,33071.8,2021-07-13 01:23:28.456
4186,33059.25,2021-07-13 01:23:46.309
4225,33047.8,2021-07-13 01:24:02.595
4245,33065.1,2021-07-13 01:24:23.485
4285,33077.9,2021-07-13 01:24:45.284
4326,33064.45,2021-07-13 01:25:02.530
4367,33031.35,2021-07-13 01:25:23.527
4407,33021.0,2021-07-13 01:25:51.266
4428,33022.15,2021-07-13 01:26:02.478
4466,33000.5,2021-07-13 01:26:24.293
4508,33020.1,2021-07-13 01:26:46.264
