,price,time
4436,32439.0,2021-07-13 15:57:16.685
4456,32438.5,2021-07-13 15:57:32.277
4497,32398.7,2021-07-13 15:57:54.223
4538,32418.35,2021-07-13 15:58:14.593
4578,32363.25,2021-07-13 15:58:35.017
4620,32349.35,2021-07-13 15:58:55.534
4660,32351.0,2021-07-13 15:59:15.907
4681,32320.6,2021-07-13 15:59:33.710
4722,32422.85,2021-07-13 16:02:38.414
4759,32389.1,2021-07-13 16:03:02.415
4798,32430.15,2021-07-13 16:03:21.712
4819,32433.6,2021-07-13 16:03:39.436
4860,32394.75,2021-07-13 16:04:01.769
4899,32399.85,2021-07-13 16:04:22.474
4940,32407.55,2021-07-13 16:04:40.841
4981,32430.85,2021-07-13 16:05:01.201
4998,32434.3,2021-07-13 16:05:18.623
5038,32437.25,2021-07-13 16:05:40.692
5078,32452.6,2021-07-13 16:06:01.604
5118,32454.45,2021-07-13 16:06:21.654
5153,32460.5,2021-07-13 16:06:43.228
5193,32463.0,2021-07-13 16:07:01.589
5214,32478.35,2021-07-13 16:07:19.586
5254,32464.7,2021-07-13 16:07:39.902
5286,32448.3,2021-07-13 16:08:01.503
5327,32433.8,2021-07-13 16:08:25.467
5368,32460.1,2021-07-13 16:08:47.654
5388,32450.6,2021-07-13 16:08:58.329
5428,32474.6,2021-07-13 16:09:20.637
5469,32464.25,2021-07-13 16:09:42.286
5511,32468.0,2021-07-13 16:10:01.555
5552,32451.65,2021-07-13 16:10:21.691
5594,32445.3,2021-07-13 16:10:47.946
5615,32457.25,2021-07-13 16:10:58.253
5657,32486.65,2021-07-13 16:11:18.621
5699,32480.6,2021-07-13 16:11:38.982
5736,32500.25,2021-07-13 16:11:59.331
5771,32521.25,2021-07-13 16:12:19.026
5792,32502.6,2021-07-13 16:12:39.369
5833,32506.75,2021-07-13 16:13:00.409
