,price,time
4499,33207.6,2021-07-13 06:25:51.662
4540,33205.4,2021-07-13 06:26:02.748
4561,33223.25,2021-07-13 06:26:24.349
4603,33226.7,2021-07-13 06:26:46.459
4644,33230.1,2021-07-13 06:27:08.283
4684,33230.1,2021-07-13 06:27:22.586
4726,33224.85,2021-07-13 06:27:50.496
4747,33224.5,2021-07-13 06:28:02.764
4788,33225.0,2021-07-13 06:28:25.276
4830,33233.65,2021-07-13 06:28:46.430
4872,33232.0,2021-07-13 06:29:09.596
4913,33235.4,2021-07-13 06:29:31.250
4955,33235.85,2021-07-13 06:29:42.598
4970,33229.1,2021-07-13 06:30:02.965
5012,33228.2,2021-07-13 06:30:26.589
5054,33197.35,2021-07-13 06:30:48.662
5095,33191.75,2021-07-13 06:31:04.248
5137,33189.8,2021-07-13 06:31:24.606
5158,33188.0,2021-07-13 06:31:43.616
5199,33194.0,2021-07-13 06:32:05.256
5239,33187.35,2021-07-13 06:32:27.400
5281,33179.6,2021-07-13 06:32:46.536
5322,33180.75,2021-07-13 06:33:05.571
5364,33189.5,2021-07-13 06:33:27.941
5384,33186.0,2021-07-13 06:33:44.218
5426,33186.6,2021-07-13 06:34:05.579
5465,33191.05,2021-07-13 06:34:28.518
5506,33186.4,2021-07-13 06:34:49.565
5547,33164.1,2021-07-13 06:35:09.923
5567,33153.2,2021-07-13 06:35:23.330
5608,33171.0,2021-07-13 06:35:45.281
5650,33161.75,2021-07-13 06:36:07.613
5691,33159.25,2021-07-13 06:36:29.531
5730,33155.85,2021-07-13 06:36:45.158
5771,33157.85,2021-07-13 06:37:05.607
5792,33151.5,2021-07-13 06:37:24.456
5833,33167.0,2021-07-13 06:37:46.282
5875,33162.25,2021-07-13 06:38:03.245
5917,33162.25,2021-07-13 06:38:23.619
5958,33158.6,2021-07-13 06:38:43.964
5973,33158.3,2021-07-13 06:39:03.471
6014,33158.55,2021-07-13 06:39:24.981
6056,33161.65,2021-07-13 06:39:45.325
6097,33163.75,2021-07-13 06:40:05.609
6136,33162.0,2021-07-13 06:40:26.036
6178,33153.7,2021-07-13 06:40:45.829
6199,33160.0,2021-07-13 06:41:03.297
6241,33160.85,2021-07-13 06:41:25.530
6282,33160.25,2021-07-13 06:41:47.459
6321,33154.7,2021-07-13 06:42:07.807
6363,33156.45,2021-07-13 06:42:28.169
6384,33156.6,2021-07-13 06:42:42.642
6425,33135.85,2021-07-13 06:43:04.285
6467,33139.75,2021-07-13 06:43:26.323
6509,33140.5,2021-07-13 06:43:46.492
6550,33158.25,2021-07-13 06:44:09.925
6592,33160.85,2021-07-13 06:44:31.451
6613,33161.0,2021-07-13 06:44:43.699
6652,33156.35,2021-07-13 06:45:04.093
6694,33163.75,2021-07-13 06:45:27.407
6736,33167.25,2021-07-13 06:45:45.808
6778,33182.75,2021-07-13 06:46:11.468
