,price,time
3889,33023.5,2021-07-13 04:20:26.453
3930,33013.8,2021-07-13 04:20:46.839
3966,33006.75,2021-07-13 04:21:02.578
3987,33014.2,2021-07-13 04:21:23.758
4028,32991.5,2021-07-13 04:21:46.234
4070,32991.0,2021-07-13 04:22:02.564
4112,33000.15,2021-07-13 04:22:30.507
4153,32999.6,2021-07-13 04:22:49.164
4174,32996.25,2021-07-13 04:23:02.555
4215,33000.5,2021-07-13 04:23:25.383
4257,33015.55,2021-07-13 04:23:46.427
4298,32999.85,2021-07-13 04:24:02.700
4337,32987.0,2021-07-13 04:24:22.847
4379,32993.1,2021-07-13 04:24:46.582
4399,32996.75,2021-07-13 04:25:02.629
4440,33014.0,2021-07-13 04:25:26.255
4481,33003.25,2021-07-13 04:25:46.418
4523,32987.5,2021-07-13 04:26:02.538
4565,32998.0,2021-07-13 04:26:23.246
4586,32995.0,2021-07-13 04:26:43.595
4638,33011.3,2021-07-13 04:27:02.537
4657,33008.0,2021-07-13 04:27:22.580
4698,33013.75,2021-07-13 04:27:44.398
4739,33002.25,2021-07-13 04:28:02.547
4780,32965.25,2021-07-13 04:28:25.582
4821,32973.1,2021-07-13 04:28:45.941
4863,32984.3,2021-07-13 04:29:02.526
4884,32986.3,2021-07-13 04:29:23.458
4925,32986.3,2021-07-13 04:29:45.257
4967,32968.5,2021-07-13 04:30:02.817
5007,32988.5,2021-07-13 04:30:27.936
5047,33015.75,2021-07-13 04:30:46.675
5088,33013.5,2021-07-13 04:31:02.591
5109,33023.0,2021-07-13 04:31:24.688
5151,33027.5,2021-07-13 04:31:46.417
5195,33029.85,2021-07-13 04:32:02.593
5237,33092.6,2021-07-13 04:32:29.476
5265,33087.15,2021-07-13 04:32:46.450
5308,33082.05,2021-07-13 04:33:02.584
5351,33068.55,2021-07-13 04:33:27.604
5392,33078.0,2021-07-13 04:33:46.412
5413,33063.5,2021-07-13 04:34:02.637
5456,33068.5,2021-07-13 04:34:25.623
5499,33110.1,2021-07-13 04:34:48.608
5541,33108.5,2021-07-13 04:35:02.688
5584,33106.0,2021-07-13 04:35:31.442
5605,33103.75,2021-07-13 04:35:43.243
5648,33089.0,2021-07-13 04:36:02.634
5691,33091.85,2021-07-13 04:36:27.652
5733,33067.5,2021-07-13 04:36:45.200
5773,33080.25,2021-07-13 04:37:02.531
5814,33067.75,2021-07-13 04:37:25.927
5835,33064.25,2021-07-13 04:37:44.582
5876,33058.45,2021-07-13 04:38:02.539
5918,33071.3,2021-07-13 04:38:27.239
5959,33074.0,2021-07-13 04:38:47.658
6001,33073.0,2021-07-13 04:39:02.605
6022,33080.1,2021-07-13 04:39:23.677
6063,33089.5,2021-07-13 04:39:45.411
6105,33092.0,2021-07-13 04:40:02.615
6145,33092.85,2021-07-13 04:40:29.420
6186,33088.5,2021-07-13 04:40:49.578
6207,33089.0,2021-07-13 04:41:02.537
6249,33111.75,2021-07-13 04:41:24.676
6291,33119.9,2021-07-13 04:41:46.420
6337,33109.0,2021-07-13 04:42:02.661
6379,33102.25,2021-07-13 04:42:27.513
6401,33093.7,2021-07-13 04:42:43.588
6443,33094.5,2021-07-13 04:43:02.533
6486,33117.1,2021-07-13 04:43:22.557
6529,33122.75,2021-07-13 04:43:42.927
6572,33119.25,2021-07-13 04:44:02.584
6593,33128.5,2021-07-13 04:44:23.208
6636,33135.5,2021-07-13 04:44:45.326
6679,33138.85,2021-07-13 04:45:02.606
6722,33124.75,2021-07-13 04:45:27.572
6765,33110.25,2021-07-13 04:45:46.422
6787,33135.75,2021-07-13 04:46:02.607
