,price,time
0,32506.75,2021-07-13 16:13:00.409
10,32518.4,2021-07-13 16:13:20.787
52,32507.0,2021-07-13 16:13:41.155
92,32518.5,2021-07-13 16:14:01.510
114,32512.1,2021-07-13 16:14:18.563
155,32503.2,2021-07-13 16:14:40.217
197,32505.1,2021-07-13 16:15:01.393
239,32519.2,2021-07-13 16:15:18.572
281,32561.9,2021-07-13 16:15:44.021
322,32559.25,2021-07-13 16:15:58.530
341,32556.25,2021-07-13 16:16:18.417
383,32558.0,2021-07-13 16:16:38.528
425,32543.25,2021-07-13 16:16:58.533
466,32544.35,2021-07-13 16:17:18.530
508,32552.85,2021-07-13 16:17:38.524
529,32545.0,2021-07-13 16:17:58.209
570,32536.1,2021-07-13 16:18:18.395
612,32524.4,2021-07-13 16:18:38.529
654,32511.5,2021-07-13 16:18:58.529
696,32512.9,2021-07-13 16:19:18.533
738,32508.0,2021-07-13 16:19:38.524
759,32512.75,2021-07-13 16:19:58.330
801,32494.25,2021-07-13 16:20:18.523
840,32502.0,2021-07-13 16:20:38.113
880,32487.6,2021-07-13 16:20:59.423
922,32507.75,2021-07-13 16:21:19.793
943,32521.5,2021-07-13 16:21:38.356
985,32522.1,2021-07-13 16:22:00.508
1027,32521.85,2021-07-13 16:22:18.950
1068,32542.1,2021-07-13 16:22:41.233
1106,32530.25,2021-07-13 16:23:01.591
1147,32527.25,2021-07-13 16:23:21.868
1189,32517.5,2021-07-13 16:23:48.402
1210,32525.75,2021-07-13 16:23:59.501
1250,32521.0,2021-07-13 16:24:18.150
1289,32534.25,2021-07-13 16:24:43.362
1331,32534.25,2021-07-13 16:25:01.807
1373,32541.0,2021-07-13 16:25:19.645
1393,32532.4,2021-07-13 16:25:38.384
1435,32524.15,2021-07-13 16:26:00.197
1477,32515.65,2021-07-13 16:26:18.733
1519,32508.5,2021-07-13 16:26:44.270
1562,32515.9,2021-07-13 16:27:02.273
1582,32517.2,2021-07-13 16:27:19.111
1623,32518.25,2021-07-13 16:27:39.979
1666,32520.85,2021-07-13 16:28:00.344
1709,32535.75,2021-07-13 16:28:20.729
1750,32536.75,2021-07-13 16:28:41.107
1770,32538.75,2021-07-13 16:28:59.490
1810,32541.5,2021-07-13 16:29:21.303
1852,32557.25,2021-07-13 16:29:43.554
1893,32559.0,2021-07-13 16:30:01.707
1935,32561.75,2021-07-13 16:30:22.536
1956,32517.8,2021-07-13 16:30:38.700
1997,32501.5,2021-07-13 16:31:00.766
2038,32511.0,2021-07-13 16:31:22.628
2079,32522.3,2021-07-13 16:31:44.607
2120,32523.25,2021-07-13 16:32:01.679
2161,32521.25,2021-07-13 16:32:21.009
2182,32526.25,2021-07-13 16:32:39.608
2217,32535.1,2021-07-13 16:33:01.627
2264,32539.75,2021-07-13 16:33:21.061
2285,32540.15,2021-07-13 16:33:38.302
2327,32549.25,2021-07-13 16:34:00.424
2369,32552.35,2021-07-13 16:34:22.304
2412,32545.0,2021-07-13 16:34:44.874
2453,32549.25,2021-07-13 16:35:01.593
2494,32530.0,2021-07-13 16:35:22.804
2504,32532.5,2021-07-13 16:35:39.344
2547,32537.0,2021-07-13 16:36:01.403
2587,32528.25,2021-07-13 16:36:21.814
2629,32531.75,2021-07-13 16:36:45.543
2671,32522.5,2021-07-13 16:37:01.644
2692,32519.3,2021-07-13 16:37:18.603
2733,32518.05,2021-07-13 16:37:40.594
2772,32515.05,2021-07-13 16:38:01.604
2813,32512.0,2021-07-13 16:38:20.809
2854,32519.0,2021-07-13 16:38:46.243
2896,32519.6,2021-07-13 16:39:01.817
2916,32508.05,2021-07-13 16:39:19.315
2958,32512.4,2021-07-13 16:39:41.647
2999,32524.25,2021-07-13 16:40:01.434
3040,32524.0,2021-07-13 16:40:20.211
3081,32526.25,2021-07-13 16:40:47.563
3122,32530.25,2021-07-13 16:41:02.451
3143,32517.6,2021-07-13 16:41:20.334
3176,32515.5,2021-07-13 16:41:43.765
3217,32543.0,2021-07-13 16:42:02.462
3258,32537.75,2021-07-13 16:42:22.858
3300,32536.85,2021-07-13 16:42:47.235
3317,32534.75,2021-07-13 16:43:00.270
3365,32527.95,2021-07-13 16:43:25.507
3407,32521.5,2021-07-13 16:43:47.423
3449,32520.0,2021-07-13 16:44:01.470
3470,32517.5,2021-07-13 16:44:20.438
3512,32517.75,2021-07-13 16:44:39.563
3553,32518.6,2021-07-13 16:45:01.423
3595,32514.0,2021-07-13 16:45:21.973
3637,32518.75,2021-07-13 16:45:48.575
3658,32518.05,2021-07-13 16:45:59.659
3699,32535.6,2021-07-13 16:46:21.549
3741,32509.5,2021-07-13 16:46:41.908
3782,32501.5,2021-07-13 16:47:01.649
3824,32479.85,2021-07-13 16:47:27.473
3865,32464.5,2021-07-13 16:47:43.220
3886,32446.1,2021-07-13 16:48:00.253
3925,32445.15,2021-07-13 16:48:22.318
3967,32440.75,2021-07-13 16:48:44.344
4009,32439.65,2021-07-13 16:49:02.197
4050,32426.7,2021-07-13 16:49:25.206
4071,32416.6,2021-07-13 16:49:40.531
4111,32433.45,2021-07-13 16:50:02.287
4153,32420.75,2021-07-13 16:50:22.691
4194,32432.85,2021-07-13 16:50:46.607
4235,32463.85,2021-07-13 16:51:01.729
4255,32474.05,2021-07-13 16:51:19.498
4297,32498.85,2021-07-13 16:51:41.649
4338,32493.1,2021-07-13 16:52:01.458
4380,32486.0,2021-07-13 16:52:20.115
4421,32497.85,2021-07-13 16:52:47.509
4462,32514.75,2021-07-13 16:53:01.406
4483,32511.65,2021-07-13 16:53:20.350
4525,32518.25,2021-07-13 16:53:40.186
4563,32517.85,2021-07-13 16:54:02.349
4604,32562.25,2021-07-13 16:54:20.217
4646,32551.25,2021-07-13 16:54:48.592
4666,32550.8,2021-07-13 16:54:59.259
4707,32562.75,2021-07-13 16:55:21.212
4750,32562.85,2021-07-13 16:55:43.577
4788,32634.25,2021-07-13 16:56:01.479
4829,32631.0,2021-07-13 16:56:22.962
4871,32620.35,2021-07-13 16:56:43.650
4913,32600.7,2021-07-13 16:57:02.183
4933,32610.5,2021-07-13 16:57:20.446
4974,32614.85,2021-07-13 16:57:42.266
5016,32618.25,2021-07-13 16:58:01.623
5057,32621.6,2021-07-13 16:58:25.428
5099,32601.0,2021-07-13 16:58:45.989
5120,32598.25,2021-07-13 16:58:59.257
5158,32587.75,2021-07-13 16:59:21.708
5199,32582.75,2021-07-13 16:59:43.503
5240,32572.75,2021-07-13 17:00:00.285
5281,32598.75,2021-07-13 17:00:21.819
5323,32618.75,2021-07-13 17:00:48.144
5352,32622.5,2021-07-13 17:01:01.254
5394,32582.25,2021-07-13 17:01:26.232
5437,32561.25,2021-07-13 17:01:48.557
5458,32560.25,2021-07-13 17:01:59.306
5501,32523.4,2021-07-13 17:02:21.493
5544,32502.5,2021-07-13 17:02:40.252
5578,32489.85,2021-07-13 17:03:00.627
5621,32487.25,2021-07-13 17:03:20.991
5662,32484.5,2021-07-13 17:03:41.375
5704,32484.4,2021-07-13 17:04:01.511
5745,32467.35,2021-07-13 17:04:29.306
5763,32469.6,2021-07-13 17:04:40.503
5805,32475.0,2021-07-13 17:05:01.971
5846,32478.5,2021-07-13 17:05:23.045
5888,32461.5,2021-07-13 17:05:46.645
5929,32460.5,2021-07-13 17:06:02.486
5950,32475.35,2021-07-13 17:06:19.333
5992,32518.55,2021-07-13 17:06:41.395
6034,32494.75,2021-07-13 17:07:01.696
6075,32509.35,2021-07-13 17:07:25.408
6117,32510.6,2021-07-13 17:07:47.627
6149,32506.65,2021-07-13 17:08:01.666
6192,32484.0,2021-07-13 17:08:26.515
6234,32487.25,2021-07-13 17:08:47.041
6256,32488.75,2021-07-13 17:08:59.468
6299,32484.25,2021-07-13 17:09:21.608
6341,32487.75,2021-07-13 17:09:43.389
6384,32491.0,2021-07-13 17:10:01.594
6426,32511.25,2021-07-13 17:10:23.103
6465,32511.25,2021-07-13 17:10:39.122
6487,32500.1,2021-07-13 17:10:59.483
6529,32508.35,2021-07-13 17:11:19.882
6566,32536.3,2021-07-13 17:11:40.485
6608,32535.25,2021-07-13 17:12:00.862
6651,32526.5,2021-07-13 17:12:21.244
6674,32527.6,2021-07-13 17:12:39.622
6722,32533.1,2021-07-13 17:13:01.414
