,price,time
0,32733.35,2021-07-13 20:34:05.309
28,32703.5,2021-07-13 20:34:27.262
71,32738.5,2021-07-13 20:34:44.230
113,32731.1,2021-07-13 20:35:04.601
155,32731.0,2021-07-13 20:35:24.971
175,32725.2,2021-07-13 20:35:44.208
219,32733.25,2021-07-13 20:36:03.056
261,32725.9,2021-07-13 20:36:24.390
302,32737.25,2021-07-13 20:36:48.251
323,32728.65,2021-07-13 20:37:03.033
366,32734.6,2021-07-13 20:37:25.703
408,32730.75,2021-07-13 20:37:47.591
449,32746.1,2021-07-13 20:38:09.475
491,32746.6,2021-07-13 20:38:24.914
533,32729.85,2021-07-13 20:38:48.010
554,32716.65,2021-07-13 20:39:02.861
596,32719.85,2021-07-13 20:39:24.293
638,32716.75,2021-07-13 20:39:48.018
680,32701.0,2021-07-13 20:40:02.884
722,32736.5,2021-07-13 20:40:24.859
743,32729.1,2021-07-13 20:40:43.397
786,32733.75,2021-07-13 20:41:02.847
829,32723.0,2021-07-13 20:41:23.232
872,32718.25,2021-07-13 20:41:43.588
883,32712.6,2021-07-13 20:42:03.340
925,32716.5,2021-07-13 20:42:25.224
968,32719.6,2021-07-13 20:42:47.546
1010,32708.5,2021-07-13 20:43:09.609
1052,32709.5,2021-07-13 20:43:24.953
1094,32733.5,2021-07-13 20:43:48.043
1116,32718.4,2021-07-13 20:44:04.688
1155,32724.25,2021-07-13 20:44:24.911
1197,32711.75,2021-07-13 20:44:47.176
1239,32682.5,2021-07-13 20:45:03.073
1281,32662.8,2021-07-13 20:45:24.899
1323,32683.75,2021-07-13 20:45:48.027
1344,32677.7,2021-07-13 20:46:02.878
1386,32697.1,2021-07-13 20:46:26.231
1429,32711.35,2021-07-13 20:46:48.638
1469,32727.5,2021-07-13 20:47:05.277
1490,32734.1,2021-07-13 20:47:23.560
1532,32733.75,2021-07-13 20:47:45.512
1574,32750.1,2021-07-13 20:48:02.674
1616,32743.25,2021-07-13 20:48:24.960
1656,32749.0,2021-07-13 20:48:48.004
1698,32739.6,2021-07-13 20:49:05.404
1724,32746.1,2021-07-13 20:49:27.412
1766,32722.75,2021-07-13 20:49:49.623
1806,32726.75,2021-07-13 20:50:09.975
1847,32738.75,2021-07-13 20:50:33.028
1867,32752.25,2021-07-13 20:50:44.236
1909,32751.75,2021-07-13 20:51:03.539
1949,32768.6,2021-07-13 20:51:24.948
1991,32777.75,2021-07-13 20:51:48.040
2032,32782.75,2021-07-13 20:52:09.954
2053,32772.2,2021-07-13 20:52:23.448
2094,32765.85,2021-07-13 20:52:45.230
2135,32754.25,2021-07-13 20:53:07.315
2177,32766.5,2021-07-13 20:53:24.973
2218,32771.6,2021-07-13 20:53:51.355
2260,32762.75,2021-07-13 20:54:09.995
2296,32763.5,2021-07-13 20:54:28.535
2317,32763.5,2021-07-13 20:54:43.286
2356,32752.75,2021-07-13 20:55:05.337
2396,32731.0,2021-07-13 20:55:24.975
2438,32750.25,2021-07-13 20:55:48.042
