,price,time
0,33070.4,2021-07-13 01:46:02.690
13,33064.25,2021-07-13 01:46:27.492
55,33068.35,2021-07-13 01:46:46.253
95,33090.75,2021-07-13 01:47:02.637
138,33054.7,2021-07-13 01:47:25.280
159,33058.75,2021-07-13 01:47:43.455
198,33055.6,2021-07-13 01:48:02.791
241,33065.0,2021-07-13 01:48:27.342
284,33057.75,2021-07-13 01:48:47.985
327,33061.8,2021-07-13 01:49:02.673
348,33074.75,2021-07-13 01:49:22.444
391,33084.75,2021-07-13 01:49:44.469
433,33088.75,2021-07-13 01:50:02.719
476,33081.5,2021-07-13 01:50:23.163
516,33073.85,2021-07-13 01:50:46.311
559,33066.75,2021-07-13 01:51:02.687
581,33068.5,2021-07-13 01:51:22.535
624,33057.5,2021-07-13 01:51:42.900
675,33050.0,2021-07-13 01:52:03.265
696,33046.85,2021-07-13 01:52:23.499
738,33034.75,2021-07-13 01:52:44.174
780,33042.35,2021-07-13 01:53:03.046
819,33030.0,2021-07-13 01:53:24.874
860,33042.1,2021-07-13 01:53:45.228
902,33043.2,2021-07-13 01:54:02.735
923,33044.5,2021-07-13 01:54:24.475
964,33045.75,2021-07-13 01:54:46.309
1006,33051.75,2021-07-13 01:55:02.762
1047,33051.0,2021-07-13 01:55:30.295
1089,33049.75,2021-07-13 01:55:48.077
1108,33046.0,2021-07-13 01:56:03.066
1150,33051.85,2021-07-13 01:56:25.639
1191,33052.7,2021-07-13 01:56:46.338
1231,33067.5,2021-07-13 01:57:02.750
1274,33068.5,2021-07-13 01:57:30.391
1317,33067.75,2021-07-13 01:57:46.339
1338,33067.85,2021-07-13 01:58:03.422
1381,33068.6,2021-07-13 01:58:25.564
1422,33056.0,2021-07-13 01:58:46.339
1464,33055.1,2021-07-13 01:59:02.890
1507,33055.6,2021-07-13 01:59:31.328
1528,33066.1,2021-07-13 01:59:42.577
1570,33038.35,2021-07-13 02:00:04.332
1613,33047.5,2021-07-13 02:00:22.579
1656,33044.5,2021-07-13 02:00:42.930
1699,33031.3,2021-07-13 02:01:02.773
1736,33032.75,2021-07-13 02:01:31.312
1757,33038.75,2021-07-13 02:01:43.468
1797,33037.4,2021-07-13 02:02:04.553
1838,33029.25,2021-07-13 02:02:23.682
1879,33028.75,2021-07-13 02:02:45.495
1919,33040.0,2021-07-13 02:03:02.743
1961,33047.35,2021-07-13 02:03:26.229
1981,33027.6,2021-07-13 02:03:43.291
2020,33025.0,2021-07-13 02:04:05.320
2061,33040.75,2021-07-13 02:04:27.380
2102,33050.45,2021-07-13 02:04:46.317
2143,33057.85,2021-07-13 02:05:02.449
2184,33065.4,2021-07-13 02:05:28.567
2205,33065.25,2021-07-13 02:05:44.696
2246,33064.65,2021-07-13 02:06:06.684
2287,33064.65,2021-07-13 02:06:28.670
2326,33071.25,2021-07-13 02:06:49.213
2368,33046.6,2021-07-13 02:07:10.596
2388,33045.75,2021-07-13 02:07:23.427
2429,33043.25,2021-07-13 02:07:45.234
2471,33042.5,2021-07-13 02:08:02.541
2512,33021.25,2021-07-13 02:08:29.563
2553,33017.35,2021-07-13 02:08:42.506
2594,33004.25,2021-07-13 02:09:02.727
2615,33002.75,2021-07-13 02:09:23.216
2657,33000.25,2021-07-13 02:09:43.565
2698,33003.85,2021-07-13 02:10:02.766
2740,32989.25,2021-07-13 02:10:31.375
2760,32998.6,2021-07-13 02:10:42.459
2800,33006.0,2021-07-13 02:11:04.236
2841,32992.0,2021-07-13 02:11:26.333
2883,33009.25,2021-07-13 02:11:46.363
2920,33015.0,2021-07-13 02:12:06.209
2960,33015.5,2021-07-13 02:12:24.133
3002,33009.0,2021-07-13 02:12:46.341
3022,33012.75,2021-07-13 02:13:03.199
3064,33020.25,2021-07-13 02:13:25.367
3106,33017.6,2021-07-13 02:13:46.550
3148,33019.0,2021-07-13 02:14:02.748
3189,33056.75,2021-07-13 02:14:28.898
3230,33071.35,2021-07-13 02:14:46.342
3251,33077.0,2021-07-13 02:15:02.814
3292,33095.75,2021-07-13 02:15:26.213
3334,33111.9,2021-07-13 02:15:48.228
3376,33134.25,2021-07-13 02:16:10.605
3418,33132.4,2021-07-13 02:16:31.355
3438,33129.7,2021-07-13 02:16:43.337
3479,33108.35,2021-07-13 02:17:05.421
3521,33127.65,2021-07-13 02:17:27.615
3561,33126.65,2021-07-13 02:17:42.604
3602,33115.65,2021-07-13 02:18:02.841
3644,33135.1,2021-07-13 02:18:25.209
3665,33157.35,2021-07-13 02:18:44.443
3706,33154.75,2021-07-13 02:19:06.247
3748,33149.6,2021-07-13 02:19:28.496
3790,33157.75,2021-07-13 02:19:46.332
3829,33161.6,2021-07-13 02:20:05.363
3850,33158.7,2021-07-13 02:20:23.637
3891,33147.75,2021-07-13 02:20:45.402
3933,33135.25,2021-07-13 02:21:06.418
3975,33143.5,2021-07-13 02:21:26.771
4016,33139.0,2021-07-13 02:21:46.361
